Date / Time,City,State,Shape,Duration,Summary,Posted
4/19/2020 21:30,River Falls,WI,Light,fast,"lights in V formation, orbiting directly overhead 2 times within 45 minutes, on the second pass around the crafts broke formation",5/1/2020
4/19/2020 21:25,Detroit,MI,Circle,15 minutes,appearing in the sky in front of our eyes and just drifting across the sky looked like stars ((Starlink satellites?)),6/25/2020
4/19/2020 21:20,Mississauga (Canada),ON,Light,10 minutes,"12 bright oblects in very high altitude, darting around in formation. Not a satelite. ((Starlink satellites?))",6/25/2020
4/19/2020 21:20,Charlotte,MI,Circle,20 minutes,string of 22+ lights flying no noise towards north east. ((Starlink satellites)),5/1/2020
4/19/2020 21:18,Markham (Canada),ON,Circle,5 minutes,I was staring up in the sky randomly and there I saw a trail of stars in perfect sequence traveling NE ((Starlink satellites)),5/1/2020
4/19/2020 21:05,King County,WA,Light,20,We witnessed what appeared to be lights traveling evenly spaced. ((Starlink satellites?)),6/25/2020
4/19/2020 21:00,Vankleek Hill (Canada),ON,Light,15 minutes,Sitting in the hottub to look up at 20+ star-like objects (first assumption satellite) flying EQUAL distance ((Starlink satellites?)),6/25/2020
4/19/2020 21:00,Stratford (Canada),ON,Formation,30 minutes,"Points of light, evenly spaced...about a mile apart. ((Starlink satellites?))",6/25/2020
4/19/2020 21:00,Beamsville (Canada),ON,Circle,30,Multiple lights moving quick in different directions ((Starlink satellites??)),5/1/2020
4/19/2020 21:00,Waterford,MI,Circle,1 hour,UFO’s over Michigan. ((Starlink satellites?)),6/25/2020
4/19/2020 21:00,Seattle,WA,Unknown,5 minutes possibly longer,"Single file about an inch apart looking with naked eye from ground, ((Starlink satellites?))",6/25/2020
4/19/2020 21:00,Chaska,MN,Circle,10 seconds,"Large, white ringed, low flying, slow moving object at tree level.",6/25/2020
4/19/2020 20:15,Leaf River,IL,Light,5 minutes,"Saw 7-9 very dim lights moving SW-NE very fast in line , no flashing lights like a plane. ((Starlink satellites?))",6/25/2020
4/19/2020 20:00,Beloit,WI,Light,5 minutes,"Watched a speeding ball of light traverse the sky from one horizon to the other, east to North Western direction. No blinking lights, d",6/25/2020
4/19/2020 20:00,Weymouth (UK/England),,Oval,1 hour,Long line of star shaped objects in equal distance travelling across the sky from Se to Ne. ((Starlink satellites)),5/1/2020
4/19/2020 19:30,Page,AZ,Light,1 hour,15-20 lights appearing 1-3 minutes apart and moving in same direction as the one before. ((Starlink satellites?)),6/25/2020
4/19/2020 18:40,Kochi (India),,Cigar,1 minute,Cigar like thing observed in western Sky over Kochi,6/25/2020
4/19/2020 18:35,Omaha,NE,Cylinder,2 minutes,Witnessed cigar shaped object while plane spotting in my front yard.,5/1/2020
4/19/2020 18:00,Grand Falls (Canada),NB,Light,10 minutes,25 flying objects became brighter at some point like going out of atmosphere. Lasted 10min and no noise,6/25/2020
4/19/2020 17:32,Houston,TX,,,MADAR Node 118,6/25/2020
4/19/2020 14:44,Crystal River,FL,Cigar,20 seconds,"Large completely White craft. Size of a commercial jet. Moving from south to North slowly, like a blimp, however, it slowed to a stop a",6/25/2020
4/19/2020 14:40,Edmonds,WA,,,MADAR Node 61,6/25/2020
4/19/2020 13:00,Sister Bay,WI,Light,15 minutes,"Object 6 lights all in the same line, decending 2 the horizon, all light remained same brightnes((Starlink satellites?))",6/25/2020
4/19/2020 9:32,Littlerock,AR,,,MADAR Node 56,6/25/2020
4/19/2020 6:47,Royal Palm Beach,FL,,,MADAR Node 76,6/25/2020
4/19/2020 5:00,Hubert,NC,Circle,20 seconds,Seven objects had lights. ((Starlink satellites?)),6/25/2020
4/19/2020 4:40,Las Vegas,NV,Light,1-2 minutes,Two very high blinking white lights with no sound,6/25/2020
4/19/2020 4:30,Meeting Creek (Canada),AB,Light,5 minutes,12 lights travelling equidistant from one another. Possible large craft sighting. ((Starlink satellites?)),6/25/2020
4/19/2020 3:30,Eau Claire,WI,Oval,every night to current,Prism-colored spinning lights.,6/25/2020
4/19/2020 2:51,Watsonville,CA,,,MADAR Node 105,6/25/2020
4/19/2020 2:27,Stateline,NV,,,MADAR Node 160,6/25/2020
4/19/2020 1:45,Newman Lake,WA,Light,10 minutes,"Wide band of subdued light, white object and light on fence post.",6/25/2020
4/19/2020 1:35,Fayetteville,AR,Rectangle,1 minute,"April 19, ‘20 - Recorded unknown craft, unknown figure and lights in front yard. I watched live. I still can’t wrap my head around it.",8/20/2020
4/19/2020 1:07,Washington,UT,Sphere,6 seconds,Mirror sphere being pulled smoothly across the sky,6/25/2020
4/18/2020 23:49,St. Paul,MN,Sphere,20 minutes,White hovering sphere with red and yellow lights in its center,6/25/2020
4/18/2020 23:30,Orleans,CA,Triangle,20 minutes,We both looked up to see a steady stream of individual 50+ lights equally distanced. ((Starlink satellites?)),6/25/2020
4/18/2020 23:13,Duluth,MN,Triangle,~10 minutes,Three dots of light arranged in a triangular pattern were hovering silently for around ten minutes before moving away.((anonymous)),5/1/2020
4/18/2020 23:00,Wahoo,NE,Formation,3-5 minutes,Lights in night sky over Wahoo flying in formation. ((Starlink satellites?)),6/25/2020
4/18/2020 23:00,Orem,UT,Other,10 seconds,"Wing shaped craft seen at night, no lights, no sound.",5/1/2020
4/18/2020 22:30,Douglas,WY,Unknown,45 minutes,Outside in a small wyoming town with little to no light pollution. My family and I see in the moonlight a somewhat transparent object i,6/25/2020
4/18/2020 22:30,Bangor,MI,Triangle,45 minutes,Large bright ball not registering on any app as a planet or bright star. Got closer and went back was triangle shape and brighter than,5/15/2020
4/18/2020 22:30,Cassopolis,MI,Light,2 hours,Bright object with two lights hovering above tree line,6/25/2020
4/18/2020 22:06,Salem,IL,Light,10 minutes,Went outside and there was a light pretty high up over our tree line (from our view) this light has been here for a while and before wa,6/25/2020
4/18/2020 22:00,Bracebridge (Canada),ON,Sphere,15 minutes,I 8- 9 bright orbs moving across the night sky each orb/bright light. ((Starlink satellites)),5/1/2020
4/18/2020 22:00,Duluth,MN,Sphere,3 minutes,Large golden sphere of light moving across the sky.,6/25/2020
4/18/2020 22:00,Cincinnati,OH,Light,30 minutes,"I saw a giant hovering bright sphere in the sky. Had green light on the sides of it, and once in awhile. ((Venus??))",6/25/2020
4/18/2020 22:00,Cedar Rapids,IA,Other,30-45 minutes,31 satellite like objects flying straight line West to east ((Starlink satellites?)),6/25/2020
4/18/2020 22:00,Eastport,MI,Light,20,12 to 14 white lights seen traveling east to west over a 20 minute period. ((Starlink satellites)),5/1/2020
4/18/2020 22:00,Santa Rosa,CA,Light,20 minutes,Aliens seen in metallic sphere lights in Santa Rosa California. ((Starlink satellites?)),6/25/2020
4/18/2020 21:50,Edmonton (Canada),AB,Light,4 minutes,"I saw 2 lights heading against one another, perhaps satellites. ((Starlink satellites))",5/1/2020
4/18/2020 21:46,Eudora,KS,Oval,30 minutes,Small bright lights traveling straight before a few split off in different directions. ((Starlink satellites)),5/1/2020
4/18/2020 21:30,Regina (Canada),SK,Circle,45 minutes,25 to 30 golden balls in sky or shine to them all in a verticle line. ((Starlink satellites)),5/1/2020
4/18/2020 21:30,Wellsboro,PA,Circle,20 minutes,Hhovering off the side of the mountain..was the brightest ball of light I have ever seen. ((NUFORC Note: Venus?? PD)),5/1/2020
4/18/2020 21:30,Bonners Ferry,ID,Light,3 minutes,While out watching starlink with my Wife and 2 children we noticed a light that at first we thought was an additional satellite in a di,5/1/2020
4/18/2020 21:20,Mankato,MN,Light,5 minutes,"Lights that look like a convoy of ISS's moving from southwest, to northeast evenly spaced at first ((Spacelink satellites))",5/1/2020
4/18/2020 21:19,Oskaloosa,IA,Circle,~50 minutes,"21 ""star"" like objects moving west/north east one after another, 2 side by side objects moving N to S. ((Starlink satellites))",5/7/2020
4/18/2020 21:16,Richmond,CA,Triangle,8-10 seconds,Triangular shaped object flying in night sky,6/25/2020
4/18/2020 21:15,Papillion,NE,Formation,30 minutes,we observed the first object moving from WSW to NE. ((Starlink satellites?)),6/25/2020
4/18/2020 21:15,Nampa,ID,Light,30-40 minutes,"procession of white lights, going SW to NE, flying higher than commercial airliner. ((Starlink satellites))",5/1/2020
4/18/2020 21:05,Janesville,MN,Light,15 minutes,A trail of star like lights moving from the W. They were in a straight line and equally spaced apart. ((Starlink satellites)),5/15/2020
4/18/2020 21:00,Bend,OR,Light,45 minutes,we just watch over 50 lights go through the sky in the same pattern one after another. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Durham,CA,Light,30 minutes,Myself and 1 other person saw lights flying in formation for approximately 30 minutes. Lost count at 50. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Lakeville,MN,Circle,1 hour,About 45+ satellite looking lights going across the sky and a perfect line perfectly spaced ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Blue Springs,MO,Light,10+ minutes,"As I looked at it, I noticed what looked like a satellite. ((Starlink satellites?))",6/25/2020
4/18/2020 21:00,Calgary (Canada),AB,Formation,11 minutes,"18 consecutive lights, following a course, some swirling in a circular patterns. ((Starlink satellites?))",6/25/2020
4/18/2020 21:00,Fridley,MN,Light,30 minutes,Approximately 100 starlight objects moving from the SW to NE with no blinking lights or sound. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Cedar Rapids,IA,Light,,we noticed and counted over 65 crafts flying in straight line from West to East ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Liberty,MO,Light,5-7 minutes,Clear night. These very tiny solid lights were traveling from the SSW to the NNE. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Wahoo,NE,Light,2 hours,One witness saw light formations evenly spaced and moving rapidly across the entire sky before disappearing. ((Starlink satellites)),5/1/2020
4/18/2020 21:00,New Brighton,MN,Light,10 minutes,Long row of 20+ satellite looking lights. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Milbank,SD,Light,15-30 minutes,Notice single white lights ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Hayfield,MN,Light,15 minutes,Flashing lights heading Northeast in a military staggered pattern. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Blaine,MN,Light,5 minutes,"about 30 lights moving to the NE in a straight line, about equally spaced. ((Starlink satellites?))",6/25/2020
4/18/2020 21:00,Goldendale,WA,Light,15 minutes,we spotted a long line of lights moving from the west to the east across the evening sky. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Las Vegas,NV,Flash,15 minutes,"4 to 5 lights getting brighter to dimmer, disappearing, coming back brighter, flashed in abnormal manners, stay on for diffrent lengths",6/25/2020
4/18/2020 21:00,Manly,IA,Formation,20 minutes,22-25 objects in uniform straight line over northern Iowa. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Omaha,NE,Formation,40 minutes,Moving star like Line formation. ((Starlink satellites?)),6/25/2020
4/18/2020 21:00,Lakeville,MN,Circle,1 hour,~45+ satellite looking lights cross the sky and a perfect line perfectly spaced for about 25-40 minutes. ((Spacelink satellites?)),6/25/2020
4/18/2020 20:48,Louisville,KY,Circle,2 minutes,Black silent circular object with no lights over Louisville KY,6/25/2020
4/18/2020 20:45,Roseville,CA,Circle,10 minutes,We witnessed 10-12 formation lights in the sky.They were perfectly apart from each other. ((Starlink satellites?)),6/25/2020
4/18/2020 20:40,College Place,WA,Light,30 minutes,String of stars evenly spaced out for 30 min. ((Starlink satellites?)),6/25/2020
4/18/2020 20:35,Bishop,CA,Circle,25 minutes,We witnessed several circular objects come over n right after each other with 1 minuet apart from each other ((Starlink satellites?)),6/25/2020
4/18/2020 20:35,Colville,WA,Sphere,10 minutes,"High altitude string of spherical objects, traveling single file and spaced about 10 seconds apart. ((Starlink satellites?))",6/25/2020
4/18/2020 20:35,Redding,CA,Unknown,15,20-30 single lighted flying objects flying steadily in linear formation. ((Starlink satellites?)),6/25/2020
4/18/2020 20:30,Antioch,CA,Light,5-10 minutes,"STRANGE ROW OF TINY STAR-LIKE DOTS TRAVELING IN A LINE, EVENLY SPACED AND GOING THE SAME SPEED. ((Starlink satellites?))",6/25/2020
4/18/2020 20:30,Cameron Park,CA,,15 minutes,((NUFORC Note: Witness provides no information. PD)),5/1/2020
4/18/2020 20:00,Santa Rosa,CA,Light,2 hours,"A massive amount of extremely fast moving, single colored, bright lights. Absolutely no sounds. ((Starlink satellites?))",6/25/2020
4/18/2020 19:45,Topeka,KS,Triangle,5 minutes,"Triangle shaped craft surrounded by small crafts in formation, moved one direction, then another, then disappeared.",5/15/2020
4/18/2020 18:40,Payson,AZ,Cigar,1 minute,Cigar shaped object disappears over Payson AZ,6/25/2020
4/18/2020 18:30,San Jose,CA,Light,30 minutes,I noticed what appeared to be a satalite drifting across the sky. ((Starlink satellites)),5/1/2020
4/18/2020 12:26,Stateline,NV,,,MADAR Node 160,6/25/2020
4/18/2020 10:00,Niles,MI,Light,15 minutes,there was about 30 lights about mle apart. ((Starlink satellites?)),6/25/2020
4/18/2020 9:45,Regina (Canada),SK,Light,20 minutes,We seen well over 30-40 lights some super bright some not way to high to be planes flew in strait line. ((Starlink satellites)),5/7/2020
4/18/2020 9:00,Ft. Worth,TX,Chevron,15 minutes,I was bird watching. And I'm looking in the sky and something caught my attention. White I saw the color solid white.,5/1/2020
4/18/2020 9:00,Champlin,MN,Sphere,10 minutes,Lights following on same west East path. Same distance from each other going same path. 18 in a ton. ((Starlink satellites)),5/7/2020
4/18/2020 3:00,Wilmington,NC,Sphere,5 seconds,Very Fast Bright Sphere in the Sky.,5/7/2020
4/18/2020 2:16,Wilmington,NC,Other,30 seconds,"Went out to my car in the middle of the night to have a cigarette (feels safer being in the car) once i was done, i felt nervous going",6/25/2020
4/18/2020 0:30,Lake Mary,FL,Cigar,,Large tube shaped object hovering above HE Thomas Parkway and 46A.,5/1/2020
4/18/2020 0:05,Edmonton (Canada),AB,Triangle,5 seconds,"Triangular, no sound, no lights emitted, almost fully blended into the black night sky (no clouds to determine altitude )",5/1/2020
4/17/2020 0:00,Toronto (Canada),ON,Light,15 minute,Wasn’t sure if 1 big UFO with multiple lights or just that many different ufos.,6/25/2020
4/17/2020 22:45,Seminole,OK,Light,20 minutes,My husband and I were driving last night and I was watching this bright orange light slowly rise straight up above the tree line. The f,6/25/2020
4/17/2020 22:35,Seattle,WA,Circle,30,A few nights ago I noticed when I went out on my deck a very bright light which resembled a star from the N side. ((Venus??)),6/25/2020
4/17/2020 22:30,Wendell,MN,Light,20 minutes,"Witnessed lights traveling in straight line from SW to NE, quite evenly spaced. ((Starlink satellites?))",6/25/2020
4/17/2020 22:04,Cambridge,MN,Circle,69 minutes,59 strange crafts with lights over Cambridge. ((Starlink satellites)),5/1/2020
4/17/2020 22:00,Kamloops (Canada),BC,,30,Mass sighting. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,Rhododendron,OR,Light,1 hour,"string of lights many at first heading north east, at least 15 when I noticed them. no sound. ((Starlink satellites?))",6/25/2020
4/17/2020 22:00,Ft. Worth,TX,Unknown,5 minutes,Single line formation. Dozen craft evenly spaced. SW to N sky. Extreme rate of speed. High altitude. ((Starlink satellites)),5/1/2020
4/17/2020 22:00,Grand rapids,MI,Light,,I saw what looked like a star moving then I seen more. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,Roseburg,OR,Sphere,30 minutes,At approximately 22:00 hrs. There were a line of satellite like objects passing overhead from the W to NW. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,Roseau,MN,Light,30 minutes,"~ 50 simple white lights travelling SW to NE, ability to adjust speed and fly in formation. ((Starlink satellites?))",6/25/2020
4/17/2020 22:00,Eagle Creek,OR,Circle,35 minutes,Looked like satellites but lower and saw two collide and change direction. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,North plains,OR,Light,10 minutes,About 50 light objects moving from west to north east in formation and moving fast then slow. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,Kentwood,MI,Light,30 minutes,"Abt 30 objects with one white light evenly spaced, traveling slowly at high altitude in a line. ((Starlink satellites))",5/1/2020
4/17/2020 22:00,Cokato,MN,Light,45 minutes,White lights all in a single line. SW to NE. toward the end they were side by side and staggered. ((Starlink satellites?)),6/25/2020
4/17/2020 22:00,Park Rapids,MN,Light,15 minutes,"Star like in straight line close together moving W to NE, ((Starlink satellites?))",6/25/2020
4/17/2020 21:50,Timber,OR,Light,15 minutes,Tons of lights flying in from Oregon Coast. ((Starlink satellites?)),6/25/2020
4/17/2020 21:45,Brownsville,OR,Triangle,2 minutes,"Large Triangular Craft seen over Brownsville Oregon in night sky on April 17, 2020. ((Starlink satellites?))",6/25/2020
4/17/2020 21:45,Yelm,WA,Light,10 minutes,Long string of lights. ((Starlink satellites?)),6/25/2020
4/17/2020 21:45,Keswick (Canada),ON,Diamond,15 minutes,"Friday, april 17th, 2020 at 9:45 pm in Keswick, Ontario. ((Starlink satellites?))",6/25/2020
4/17/2020 21:30,Salem,OR,Light,30 minutes,"50+ lights perfect spaced flying over our heads, about 20min in the lights were coming in a formation. ((Starlink satellites?))",6/25/2020
4/17/2020 21:30,Riverton,WY,Circle,15 minutes,"Thirty-eight bright white lights headind ENE, were spotted over Riverton, Wyo, and Casper, Wyo. ((Starlink satellites?))",6/25/2020
4/17/2020 21:30,Medford,OR,Light,30 minutes,About 40 star-like lights traveling in a fixed trajectory. ((Starlink satellites?)),6/25/2020
4/17/2020 21:30,Tumwater,WA,Formation,15-20 minutes,A line of Oval/ Pill shaped UFO’s Heading North East from South ((Starlink satellites?)),6/25/2020
4/17/2020 21:30,Baldwin,MI,Light,45 minutes,Lights moving northeast in the sky. ((Starlink satellites?)),6/25/2020
4/17/2020 21:30,Mead,WA,Unknown,15 minutes,30 satellite like objects flew over house in under 15 minutes. ((Starlink satellites?)),6/25/2020
4/17/2020 21:30,Kennewick,WA,Oval,10 minutes,Hey did you guys hear about strange white lights moving in formation? ((Starlink satellites?)),6/25/2020
4/17/2020 21:30,Denver,CO,Sphere,10-May,Saw what I thought was a satellite ((Starlink satellites?)),6/25/2020
4/17/2020 21:26,Zagreb (Croatia),,Circle,10 minutes,"We saw 30 circle moving on sky, it was lasting 10 minutes, one by one was going. ((Starlink satellites?))",6/25/2020
4/17/2020 21:15,Random Lake,WI,Other,25 minutes,Satellites passing in similar tragectories for 35 minutes. ((Starlink satellites?)),6/25/2020
4/17/2020 21:15,Manteno,IL,Triangle,1 minute,There were three aircraft flying extremely fast going north without any lights and they made no sound.,5/1/2020
4/17/2020 21:15,,CO,Formation,30 minutes,I saw starlink a month ago and they were all in the straight line and these were very un uniformed three or four right next to each oth,5/1/2020
4/17/2020 21:15,Manteno,IL,Triangle,1 minute,"Last night around 9:15 my wife and I were sitting in our backyard when my wife thought she saw a shooting star, I turned to look but wh",5/15/2020
4/17/2020 21:15,Rapid City,SD,Circle,15 minutes,"50 spaced lights,going sw to be at speeds similar to known space lab,etc. Could see 8-10 at a time.",5/1/2020
4/17/2020 21:07,Edgar,MT,Light,1 minute,Small point of light that accelerated at incredible speed,6/25/2020
4/17/2020 21:00,North Bend,WA,Unknown,1 hour,60 ufos in a convoy. ((Starlink satellites?)),6/25/2020
4/17/2020 21:00,Bailey,CO,Light,15:00,Faint lights high fast moving spaced evenly in night sky no blinking light or sound.. ((Starlink satellites)),5/1/2020
4/17/2020 21:00,Paonia,CO,Light,30 minutes,Lights in the sky moving in all directions,6/25/2020
4/17/2020 21:00,Salt Lake City,UT,Light,42 minutes,20-30 lights moving in a north northeast direction at extreme speeds. ((Starlink satellites?)),6/25/2020
4/17/2020 21:00,Shoshoni,WY,Light,10-15 minutes,I observed a few small solid white lights that looked like stars but they were moving across the sky. ((Starlink satellites?)),6/25/2020
4/17/2020 21:00,San Diego,CA,,>30 minutes,"I observed something Friday, April 17, that may be related to what you reported about on “Coast to Coast” the next night regarding five",6/25/2020
4/17/2020 21:00,Las Vegas,NV,Circle,20 minutes,39 orbs dropping out of cloud one after another over north west Las Vegas. ((Starlink satellites)),5/15/2020
4/17/2020 20:35,Chicago,IL,Light,4 minutes,Series of 12 white lines in linear order traveling NE through Chicago. not perfect line but path. ((Starlink satellites?)),6/25/2020
4/17/2020 20:30,Az Zarqa (Jordan),,Sphere,0:05:00,"Large hovering UFO Craft seen twice in Zarqa, Jordan",9/4/2020
4/17/2020 20:20,Grand Prairie,TX,Fireball,15 seconds,Around 8:20pm Central standard time i witnessed a orange glowing ball in the distant sky falling at a rapid speed heading in the Southe,6/25/2020
4/17/2020 20:15,Mount Pleasant,SC,Light,3 minutes,"3 solid red lights, not blinking, slow moving, &quot;V&quot; formation, disappeared up",6/25/2020
4/17/2020 20:05,Sheridan,WY,Sphere,15 minutes,Staggered line of objects in the sky over Northern Wyoming. ((Starlink satellites?)),6/25/2020
4/17/2020 20:00,Mount Holly,NC,Fireball,1 minute,Large Fireballs appeared orniting each other before moving rapidly out of sight,6/25/2020
4/17/2020 20:00,Phoenix,AZ,Light,15 minutes,They seemed to be on a mission. ((Starlink satellites?)),6/25/2020
4/17/2020 20:00,Gresham,OR,Light,5 minutes,Two orbs above gresham move soth to north.,6/25/2020
4/17/2020 20:00,Washougal,WA,Light,30-45 minutes,"When we thought we saw the space station fly by, subsequently 25 plus lights flew by all train. ((Starlink satellites))",5/15/2020
4/17/2020 20:00,Peoria,AZ,Light,15 minutes,String of at least 48 star-like lights traveling across the sky from the southeast to the northwest. ((Starlink satellites?)),6/25/2020
4/17/2020 20:00,Cottonwood,AZ,Circle,10 minutes,Multiple orbs crossing sky at the same speed never passing one another. ((Starlink satellites?)),6/25/2020
4/17/2020 20:00,Prescott,AZ,Circle,30 minutes,"Procession of white round objects, lasting about 30 min. moving at uniform speed without sound. ((Starlink satellites?))",6/25/2020
4/17/2020 20:00,Litchfield Park,AZ,Light,1 hour,Fleet of moving stars. ((Starlink satellites?)),6/25/2020
4/17/2020 19:45,Phoenix,AZ,Light,~20 minutes,39 light objects crossing sky from west to northeast. ((Starlink satellites??)),5/1/2020
4/17/2020 19:20,Franklin,TN,Light,3 minutes,Exited sun glint off of a satellite.,6/25/2020
4/17/2020 18:45,Helotes,TX,,,MADAR Node 158,6/25/2020
4/17/2020 12:04,Walla Walla,WA,,,MADAR Node 130,6/25/2020
4/17/2020 11:00,Sweet Home,OR,Light,30 minutes +,We noticed that what looked like satellites. ((Starlink satellites?)),6/25/2020
4/17/2020 11:00,Gig Harbor,WA,Other,10 minutes,"High Altitude balloon at 50,000 feet MSL. ((NUFORC Note: Possibly a high-altitude, helium-filled research balloon?? PD))",6/25/2020
4/17/2020 10:15,Roscommon,MI,Circle,30 minutes,Multiple clear solid lights moving steady and fast mainly west to East. ((Starlink satellites?)),6/25/2020
4/17/2020 9:35,Mancelona,MI,Light,<1 hour,My oldest daughter (17) noticed some &quot;planes flying&quot; really fast. ((Starlink satellites?)),6/25/2020
4/17/2020 9:35,Winston,OR,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted & some on poor cell video. ((Starlink satellites?))",6/25/2020
4/17/2020 9:35,Winston,OR,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted. ((Starlink satellites?))",6/25/2020
4/17/2020 9:10,Pocatello,ID,Circle,15,"several lights in a line, following the others. Heading North East. ((Starlink satellites?))",6/25/2020
4/17/2020 8:00,Napa,CA,Unknown,15 minutes,a moving star looked like a satellite except there were others following there were 30 total. ((Starlink satellites?)),6/25/2020
4/17/2020 4:20,Kensington,CA,Formation,1 minute,Single file line of close-together evenly-spaced bright blue balls of lights moving smoothly across sky (W to E) & fading into horizon.,6/25/2020
4/16/2020 23:00,Lawton,OK,Light,15 minutes,Saw 18 bright small lights following each other in a line. ((Starlink satellites)),5/15/2020
4/16/2020 22:55,Tome,NM,,still going on,Continuous flickering light appears to be slowly moving.,5/15/2020
4/16/2020 22:40,Broken Arrow,OK,Circle,10 minutes,White light circular in shape changed to orange over Creek Turnpike.,6/25/2020
4/16/2020 22:30,Mississauga (Canada),ON,Oval,30 minutes,"large craft with very bright lights, Mississauga, Ontario.",5/1/2020
4/16/2020 22:30,Lowell,OR,Unknown,1 hour,Reports came over emergency dispatch radio of upwards of 100 UFOs. ((Starlink satellites?)),6/25/2020
4/16/2020 22:13,Pontiac,MI,Circle,22:29,"seen 7 what looked like stars but lit up brightly into triangle & dim out , also 1 big circle & sm circle that lit up when strobed",6/25/2020
4/16/2020 22:10,Libby,MT,Light,10 minutes,String of lights over Northwest Montana. ((Starlink satellites)),5/15/2020
4/16/2020 22:05,Sandy,UT,Light,30 minutes,tons of lights flying across sky in Utah. ((Starlink satellites?)),6/25/2020
4/16/2020 22:00,Nampa,ID,Light,15 minutes,I looked up at the sky see the stars and suddenly I thought I was dizzy ((Starlink satellites)),5/15/2020
4/16/2020 22:00,Greenwood,AR,Light,5 minute,Many people in Ar River Valley reporting as many as 50 lights flying extremely high altitude ((Starlink satellites?)),6/25/2020
4/16/2020 22:00,West Deptford,NJ,Circle,~45 minutes,"Immensely bright light hovering in West Deptford, New Jersey’ ((NUFORC Note: Venus. PD))",6/25/2020
4/16/2020 22:00,Redding,CA,Unknown,30 minutes,300 plus ships in a sequential formation over California. ((Starlink satellites?)),6/25/2020
4/16/2020 22:00,St. Louis,MO,Changing,25+ minutes,"Light. Remained in one location, fading in and out.",6/25/2020
4/16/2020 22:00,Eagle Creek,OR,Light,10 minutes,Observed 8 bright lights heading NE/E with one changing direction. ((Starlink satellites?)),6/25/2020
4/16/2020 21:50,Holyoke,MN,Light,40 minutes or more,Many lights traveling in linear motion at a fast pace. No sound. Grouped together. ((Starlink satellites?)),6/25/2020
4/16/2020 21:50,Muskogee,OK,Circle,10 minutes,I noticed a solid l ight and then another solid light then another. ((Starlink satellites?)),6/25/2020
4/16/2020 21:40,Reno,NV,Fireball,5,Floating over Reno and using multiple colors. Clouds got in my way. It was pretty high but not moving.,5/15/2020
4/16/2020 21:40,Leslie,AR,Light,10,24 Air craft in US air space. Spotted flying east over Searcy county Arkansas 4/16/2020 . ((Starlink satellites?)),6/25/2020
4/16/2020 21:35,Inglewood,CA,Light,30 seconds,how ever i saw a few ligths no the sky at nigth with the neig ((Starlink satellites)),5/15/2020
4/16/2020 21:35,Claremore,OK,Formation,10 minutes,Line of craft moving in formation from south to north perfect line spaced exactly. ((Starlink satellites?)),6/25/2020
4/16/2020 21:35,Budapest (Hungary),,Diamond,10 minutes,50 stars like object moving very fast in straight pattern following each other at low height. ((Starlink satellites?)),6/25/2020
4/16/2020 21:32,Gap Mills,WV,Light,9 minutes,While looking north I witnessed 3 dim starlike lights traveling from W to E in a triangular configuration. ((Starlink satellites?)),6/25/2020
4/16/2020 21:31,Texarkana,TX,Unknown,8 minutes,Every 12-15 seconds there was another ufo that appeared in the sky around the same area. S((Starlink satellites?)),6/25/2020
4/16/2020 21:31,Texarkana,TX,Unknown,8 minutes,Every 12-15 seconds there was another ufo that appeared in the sky around the same area. ((Starlink satellites?)),6/25/2020
4/16/2020 21:30,Oscoda,MI,Circle,3 minutes,"Out with dog..looked up and around clear sky.looked southwest, say light and continue to watch it go northeast no sound, no blinking li",6/25/2020
4/16/2020 21:30,Strongsville,OH,Changing,1 hour,Bright moving light in the sky,6/25/2020
4/16/2020 21:30,Fridley,MN,Light,10 minutes,We saw 23 lights flying north east about 10 seconds apart each one. Different trajectory then Starlink. ((Starlink satellites?)),6/25/2020
4/16/2020 21:30,Sachse,TX,Light,30 minutes,26 star like objects separated by 20 degrees passing eact north east. ((Starlink satellites?)),6/25/2020
4/16/2020 21:25,Brady,TX,Light,15 minutes,Continuous line of 4 satellite-like objects moving steadily and evenly-spaced across the sky W of us heading N. ((Starlink satellites)),6/25/2020
4/16/2020 21:20,Roseville,MN,Light,21 minutes,Lights traveling at high speeds across the sky. Looked like stars. ((Starlink satellites?)),6/25/2020
4/16/2020 21:20,Huntington Beach,CA,Unknown,20 seconds,5 solid red lights horizontal. ((Starlink satellites?)),6/25/2020
