datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
6/20/1997 20:34,carefree,az,us,circle,5,5 seconds,Large round object glowing a bright green with also some yellow &amp; white light dropping to the NE from SW to near ground level at abou,1/28/1999,33.8222222,-111.9175
6/20/1997 21:00,holland patent,ny,us,circle,5,5 sec,A bright blue light hovering over an open field.,1/29/2002,43.2416667,-75.2572222
6/20/1997 21:00,little marsh,pa,us,triangle,180,3 min.,Darkest night sky of yearmoon not visible.Object traveled south-north very lowno soundslowtwo large front facing white cicles that,1/28/1999,41.8766667,-77.4016667
6/20/1997 21:45,alamosa (west of),co,us,light,300,:05min,Bright silverish-white light 5 degrees above horizon with occasional red flashes appeared 50 miles North-West of Alamosa,9/6/2002,37.4694444,-105.8694444
6/20/1997 23:00,collierville,tn,us,oval,1800,25-30 minutes,Country side sighting of 4 UFOS with 4 witnesses.,11/4/2012,35.0419444,-89.6644444
6/20/1998 2:00,dover,de,us,rectangle,30,30 seconds,In the Summer on 98 Myself and 2 friends were on our way to q shore house on the Indian River in Delaware I was driving Interstate 95,6/23/2004,39.1580556,-75.5247222
6/20/1998 2:00,hartsgrove,oh,us,light,15,10-15seconds,Strange lights in the small town of Hartsgrve,8/5/2001,41.605,-80.9536111
6/20/1998 3:30,jacksonville,fl,us,circle,10,5s-10s,Completely Silent Small UFO with Spotlight Illuminated my bedroom durring early morning.,4/27/2007,30.3319444,-81.6558333
6/20/1998 7:00,morris,mn,us,egg,20,0:20,UFO in morning sky...jets following,4/26/1999,45.5861111,-95.9136111
6/20/1998 14:00,claremore,ok,us,sphere,15,15sec.,Nothing on this earth moves that fast&#33,1/3/2001,36.3125,-95.6158333
6/20/1998 17:50,covington,wa,us,circle,1200,20 min.,In backyard looked up admiring sky and saw bright lights moving.,11/21/1998,47.3483333,-122.1136111
